BRANCHCODE;BRANCHINFO;INSTITUTIONNAME;PHYSICALADDRESS;COUNTRYNAME;SWIFTCODE;CITYNAME
630831;MICRO LENDING CREDIT MID;ABSA BANK LIMITED;278 13TH ROAD;SOUTH AFRICA;ABSAZAJJ;MICRO LENDING CREDIT MID
630801;MALVERN JOHANNESBURG;ABSA BANK LIMITED;585 JULES STREET;SOUTH AFRICA;ABSAZAJJ;MALVERN JOHANNESBURG
630824;KEMPTON PARK LOAN CENTRE;ABSA BANK LIMITED;KEMPTON SQUARE SHOP 49;SOUTH AFRICA;ABSAZAJJ;KEMPTON PARK LOAN CENTRE
630823;FAMILY OFFICE PRETORIA;ABSA BANK LIMITED;158 LUNNON STREET;SOUTH AFRICA;ABSAZAJJ;FAMILY OFFICE PRETORIA
630810;TYBERBERG BUSINESS CENTRE;ABSA BANK LIMITED;1ST FLOOR,TIJGER PARK WILLIE VAN SCHOOR DRIVE;SOUTH AFRICA;ABSAZAJJ;TYBERBERG BUSINESS CENTRE
630826;CHATSWORTH;ABSA BANK LIMITED;SHOPS 102/103/104/105 CHATSWORTH CENTRE;SOUTH AFRICA;ABSAZAJJ;CHATSWORTH
630825;SECUNDA LOAN CENTRE;ABSA BANK LIMITED;GRAND PALACE BUILDING, SHOP 5A GROUND FLOOR;SOUTH AFRICA;ABSAZAJJ;SECUNDA LOAN CENTRE
630809;MITCHELLS PLAIN           6552;ABSA BANK LIMITED;1ST FLOOR,MUTUAL PLAIN BLDG. S;SOUTH AFRICA;ABSAZAJJ;MITCHELLS PLAIN           6552
630805;ROSEBANK CENTRAL          8054;ABSA BANK LIMITED;UNITED BUILDING CNR.TYRWHITT &;SOUTH AFRICA;ABSAZAJJ;ROSEBANK CENTRAL          8054
630827;PRIVATE BANK POLOKWANE;ABSA BANK LIMITED;VOLKSKAS CENTRE;SOUTH AFRICA;ABSAZAJJ;PRIVATE BANK POLOKWANE
630829;PRIVATE BANK MENLYN;ABSA BANK LIMITED;VOLKSKAS CENTRE;SOUTH AFRICA;ABSAZAJJ;PRIVATE BANK MENLYN
630828;PRIVATE BANK VEREENIGING;ABSA BANK LIMITED;CENTURION BUILDING;SOUTH AFRICA;ABSAZAJJ;PRIVATE BANK VEREENIGING
630812;MIDDELBURG LOAN CENTRE;ABSA BANK LIMITED;GEEN & RICHARDS BUILDING;SOUTH AFRICA;ABSAZAJJ;MIDDELBURG LOAN CENTRE
630834;PRIVATE BANK BLOEMFONTEIN SUIT;ABSA BANK LIMITED;CNR DONALD MURRAY & ZASTRON STREETS;SOUTH AFRICA;ABSAZAJJ;PRIVATE BANK BLOEMFONTEIN SUIT
630833;KRUGER STREET VEREENIGING;ABSA BANK LIMITED;CNR KRUGER & VOORTREKKER STR;SOUTH AFRICA;ABSAZAJJ;KRUGER STREET VEREENIGING
630811;NELSPRUIT LOAN CENTRE;ABSA BANK LIMITED;PROMENADE CENTRE SHOP 40;SOUTH AFRICA;ABSAZAJJ;NELSPRUIT LOAN CENTRE
630815;SEICOURT;ABSA BANK LIMITED;204 NIGEL ROAD;SOUTH AFRICA;ABSAZAJJ;SEICOURT
630813;VOSLOORUS;ABSA BANK LIMITED;18381 SA SEKOTI AVENUE;SOUTH AFRICA;ABSAZAJJ;VOSLOORUS
630814;ATLASVILLE BOKSBURG;ABSA BANK LIMITED;ATLAS MALL CNR FINCH &;SOUTH AFRICA;ABSAZAJJ;ATLASVILLE BOKSBURG
630802;BELVILLE DEMOUNTABLE;ABSA BANK LIMITED;BELLVILLE INTERCHANGE;SOUTH AFRICA;ABSAZAJJ;BELVILLE DEMOUNTABLE
630818;BOKSBURG NORTH;ABSA BANK LIMITED;ADIES BUILDING CNR CARSON &;SOUTH AFRICA;ABSAZAJJ;BOKSBURG NORTH
630816;CONSTANTIA KLOOF;ABSA BANK LIMITED;HILLFOX POWER CENTRE SHOP 8 CNR RHINOCEROS;SOUTH AFRICA;ABSAZAJJ;CONSTANTIA KLOOF
630817;BUSS BANKING SERV EASTERN CAPE;ABSA BANK LIMITED;4 FEDLIFE CENTRE 72 RING ROAD;SOUTH AFRICA;ABSAZAJJ;BUSS BANKING SERV EASTERN CAPE
630804;ALIWAL NORTH DEMOUNTABLE;ABSA BANK LIMITED;ERF 118 BANK STREET;SOUTH AFRICA;ABSAZAJJ;ALIWAL NORTH DEMOUNTABLE
630820;SANLAM TEMP RES CENTRE;ABSA BANK LIMITED;9 LOTHBURY STREET;SOUTH AFRICA;ABSAZAJJ;SANLAM TEMP RES CENTRE
630819;YEOVILLE;ABSA BANK LIMITED;76 RALIEGH STREET;SOUTH AFRICA;ABSAZAJJ;YEOVILLE
630803;BELHAR;ABSA BANK LIMITED;SHOP 23 & 65 AIRPORT SHOPPING CENTRE;SOUTH AFRICA;ABSAZAJJ;BELHAR
630808;ALBERTON LOAN CENTRE;ABSA BANK LIMITED;ALBERTON CITY REGIONAL SHOPPING CENTRE;SOUTH AFRICA;ABSAZAJJ;ALBERTON LOAN CENTRE
630821;PARK STATION;ABSA BANK LIMITED;SHOP M3 M5 M7 & M14, RISSIK STREET;SOUTH AFRICA;ABSAZAJJ;PARK STATION
630822;PRIVATE BANK KIMBERLEY;ABSA BANK LIMITED;ABSA BUILDING, 80 BULTFONTEIN ROAD;SOUTH AFRICA;ABSAZAJJ;PRIVATE BANK KIMBERLEY
630806;SONTONGA MALL DEMOUNTABLE;ABSA BANK LIMITED;SONTONGA MALL;SOUTH AFRICA;ABSAZAJJ;SONTONGA MALL DEMOUNTABLE
630807;KATHU MICRO LEND DEMOUNTABLE;ABSA BANK LIMITED;2828 RESANT STREET;SOUTH AFRICA;ABSAZAJJ;KATHU MICRO LEND DEMOUNTABLE
630893;BRIDGEING FACILITIES;ABSA BANK LIMITED;15 ALLICE LANE;SOUTH AFRICA;ABSAZAJJ;BRIDGEING FACILITIES
630875;ABSA RBA JOINT FUND;ABSA BANK LIMITED;11 DIAGONAL STREET;SOUTH AFRICA;ABSAZAJJ;ABSA RBA JOINT FUND
630895;QUANTITATIVE ANALYSIS;ABSA BANK LIMITED;15 ALLICE LANE;SOUTH AFRICA;ABSAZAJJ;QUANTITATIVE ANALYSIS
630874;INCUBATOR FUND;ABSA BANK LIMITED;11 DIAGONAL STREET;SOUTH AFRICA;ABSAZAJJ;INCUBATOR FUND
630876;INCUBATOR FUND FRANCHISING;ABSA BANK LIMITED;11 DIAGONAL STREET;SOUTH AFRICA;ABSAZAJJ;INCUBATOR FUND FRANCHISING
630897;AFRICA PROJ FIN ADVISES;ABSA BANK LIMITED;15 ALLICE LANE;SOUTH AFRICA;ABSAZAJJ;AFRICA PROJ FIN ADVISES
630896;AFRICA CORPORATE DEBT;ABSA BANK LIMITED;15 ALLICE LANE;SOUTH AFRICA;ABSAZAJJ;AFRICA CORPORATE DEBT
630872;MESC HLABISA;ABSA BANK LIMITED;LOT 264 HLABISA, OFF MADISON STREET;SOUTH AFRICA;ABSAZAJJ;MESC HLABISA
630883;GARDENS CAPE TOWN;ABSA BANK LIMITED;GARDENS CENTRE;SOUTH AFRICA;ABSAZAJJ;GARDENS CAPE TOWN
630885;SOMERSET MALL;ABSA BANK LIMITED;SOMERSET MALL;SOUTH AFRICA;ABSAZAJJ;SOMERSET MALL
630884;WATERFRONT;ABSA BANK LIMITED;UNION CASTLE BUILDING;SOUTH AFRICA;ABSAZAJJ;WATERFRONT
630870;ITC JOHANNESBURG;ABSA BANK LIMITED;ABSA TOWERS NORTH;SOUTH AFRICA;ABSAZAJJ;ITC JOHANNESBURG
630871;MONEY SENSE MIDRAND;ABSA BANK LIMITED;278 13TH ROAD;SOUTH AFRICA;ABSAZAJJ;MONEY SENSE MIDRAND
630873;ABSA MOUNTAIN CUP;ABSA BANK LIMITED;170 MAIN STREET;SOUTH AFRICA;ABSAZAJJ;ABSA MOUNTAIN CUP
630899;AFRICA CORP LEV FIN;ABSA BANK LIMITED;15 ALLICE LANE;SOUTH AFRICA;ABSAZAJJ;AFRICA CORP LEV FIN
630878;COMMERCIAL BPC;ABSA BANK LIMITED;38 - 39 GOLDMAN STREET;SOUTH AFRICA;ABSAZAJJ;COMMERCIAL BPC
630877;ASPIRE JOINT FUNDS;ABSA BANK LIMITED;11 DIAGONAL STREET;SOUTH AFRICA;ABSAZAJJ;ASPIRE JOINT FUNDS
630879;TRICHARDT;ABSA BANK LIMITED;26 PAUL KRUGER STREET;SOUTH AFRICA;ABSAZAJJ;TRICHARDT
630898;AFRICA STRUCT EQ FINANCE;ABSA BANK LIMITED;15 ALLICE LANE;SOUTH AFRICA;ABSAZAJJ;AFRICA STRUCT EQ FINANCE
630888;MELKBOSSTRAND;ABSA BANK LIMITED;THE BIRKENHEAD SHOPPING CEN;SOUTH AFRICA;ABSAZAJJ;MELKBOSSTRAND
630886;PINELANDS;ABSA BANK LIMITED;HOWARD CENTRE SHOP G043;SOUTH AFRICA;ABSAZAJJ;PINELANDS
630887;RIVER SQUARE THREE RIVERS;ABSA BANK LIMITED;PICK & PAY CENTRE;SOUTH AFRICA;ABSAZAJJ;RIVER SQUARE THREE RIVERS
630987;PENSION SUPPORTED HOUSING LO;ABSA BANK LIMITED;2ND FLOOR BLOCK E, FLORA OFFICE PARK;SOUTH AFRICA;ABSAZAJJ;PENSION SUPPORTED HOUSING LO
630986;PROJECT OLYMPUS;ABSA BANK LIMITED;15 ALICE LANE;SOUTH AFRICA;ABSAZAJJ;PROJECT OLYMPUS
630988;MALL OF THE NORTH;ABSA BANK LIMITED;SHOP L43, EXT 99 ERVEN 7343 AND 7344;SOUTH AFRICA;ABSAZAJJ;MALL OF THE NORTH
630907;SINKING FUND DEPOSITS;ABSA BANK LIMITED;15 ALLICE LANE;SOUTH AFRICA;ABSAZAJJ;SINKING FUND DEPOSITS
630922;ABCAP PCG CASH;ABSA BANK LIMITED;15 ALLICE LANE;SOUTH AFRICA;ABSAZAJJ;ABCAP PCG CASH
630921;INTERNAL FUNDING;ABSA BANK LIMITED;15 ALLICE LANE;SOUTH AFRICA;ABSAZAJJ;INTERNAL FUNDING
630906;LONDON LOANS;ABSA BANK LIMITED;15 ALLICE LANE;SOUTH AFRICA;ABSAZAJJ;LONDON LOANS
630908;SWARTRUGGENS;ABSA BANK LIMITED;SAREL CELLIERSE ROAD;SOUTH AFRICA;ABSAZAJJ;SWARTRUGGENS
630903;LONDON AFRICA;ABSA BANK LIMITED;15 ALLICE LANE;SOUTH AFRICA;ABSAZAJJ;LONDON AFRICA
630919;THE GROVE;ABSA BANK LIMITED;SHOP L68 & L69;SOUTH AFRICA;ABSAZAJJ;THE GROVE
630920;ABSA SAABIE;ABSA BANK LIMITED;MAIN ROAD;SOUTH AFRICA;ABSAZAJJ;ABSA SAABIE
630904;EQUITY CAPITAL MARKETS;ABSA BANK LIMITED;15 ALLICE LANE;SOUTH AFRICA;ABSAZAJJ;EQUITY CAPITAL MARKETS
630917;LINTON GRANGE;ABSA BANK LIMITED;LINTON ARCADE, 511 CAPE ROAD;SOUTH AFRICA;ABSAZAJJ;LINTON GRANGE
630916;PORT ST. JOHNS;ABSA BANK LIMITED;SHOP D26;SOUTH AFRICA;ABSAZAJJ;PORT ST. JOHNS
630918;ROLYATS CENTRE KOKSTAD;ABSA BANK LIMITED;ROLYATS CENTRE;SOUTH AFRICA;ABSAZAJJ;ROLYATS CENTRE KOKSTAD
630902;HEMMINGSWAYS MALL;ABSA BANK LIMITED;HEMMINGSWAYS MALL, SHOP 1;SOUTH AFRICA;ABSAZAJJ;HEMMINGSWAYS MALL
630914;MAIN STREET NTABANKULU;ABSA BANK LIMITED;129 MAIN STREET;SOUTH AFRICA;ABSAZAJJ;MAIN STREET NTABANKULU
630911;SUTHERLAND STR MTHATA;ABSA BANK LIMITED;60 SUTHERLAND STREETS;SOUTH AFRICA;ABSAZAJJ;SUTHERLAND STR MTHATA
630913;HIGH STREET NGCOBO;ABSA BANK LIMITED;HIGH STREET;SOUTH AFRICA;ABSAZAJJ;HIGH STREET NGCOBO
630915;MTHATA PLAZA;ABSA BANK LIMITED;SHOP 42 MTHATA PLAZA;SOUTH AFRICA;ABSAZAJJ;MTHATA PLAZA
630912;DUTYWA;ABSA BANK LIMITED;SHOP 1-2 CENTRAL SQUARE;SOUTH AFRICA;ABSAZAJJ;DUTYWA
630933;SAB TAVERNS ACCOUNT;ABSA BANK LIMITED;ABSA TOWERS NORTH 2E1;SOUTH AFRICA;ABSAZAJJ;SAB TAVERNS ACCOUNT
630928;BRIDGE CITY MALL;ABSA BANK LIMITED;SHOP U39 UPPER LEVEL;SOUTH AFRICA;ABSAZAJJ;BRIDGE CITY MALL
630929;PLATINUM MALL;ABSA BANK LIMITED;CNR CROCODILE AND HENDRIK VERWOERD ( R511 );SOUTH AFRICA;ABSAZAJJ;PLATINUM MALL
630927;38 MAITLAND ST. RASC KIMBERLEY;ABSA BANK LIMITED;38 MAITLAND STREET;SOUTH AFRICA;ABSAZAJJ;38 MAITLAND ST. RASC KIMBERLEY
630934;BLOEMFONTEIN BUSINESS CENTRE;ABSA BANK LIMITED;C/O DONALD MURRAY DRIVE & ZASTRON STREET;SOUTH AFRICA;ABSAZAJJ;BLOEMFONTEIN BUSINESS CENTRE
630905;FERNDALE RANDBURG         8048;ABSA BANK LIMITED;308 OAK AVENUE;SOUTH AFRICA;ABSAZAJJ;FERNDALE RANDBURG         8048
630909;ROGGEBAAI SUB-BRANCH;ABSA BANK LIMITED;LOWER LONGSTREET  ROGGEBAAI;SOUTH AFRICA;ABSAZAJJ;ROGGEBAAI SUB-BRANCH
630925;38 MAITLAND ST. RASC KIMBERLEY;ABSA BANK LIMITED;38 MAITLAND STREET;SOUTH AFRICA;ABSAZAJJ;38 MAITLAND ST. RASC KIMBERLEY
630926;ALBERT STREET DURBAN;ABSA BANK LIMITED;OFFICE 2, FIRST FLOOR;SOUTH AFRICA;ABSAZAJJ;ALBERT STREET DURBAN
630910;STELLENBOSCH BUSINESS CENTRE;ABSA BANK LIMITED;DIE OUDE BLOEMHOF 18 PLEIN STREET;SOUTH AFRICA;ABSAZAJJ;STELLENBOSCH BUSINESS CENTRE
630923;AW-NON RESIDENT CLIENTS;ABSA BANK LIMITED;187 RIVONIA ROAD;SOUTH AFRICA;ABSAZAJJ;AW-NON RESIDENT CLIENTS
630924;HARTENBOS;ABSA BANK LIMITED;CNR PAARDEKRAAL ROAD & KAAP DE GOEDE HOOP STRE;SOUTH AFRICA;ABSAZAJJ;HARTENBOS
630901;GUGULETHU;ABSA BANK LIMITED;GUGULETHU SHOPPING CENTRE, SHOP 19 - 21;SOUTH AFRICA;ABSAZAJJ;GUGULETHU
630931;IRENE FARM VILLAGE MALL;ABSA BANK LIMITED;SHOP 120 CNR R21 HIGHWAY AND NELLMAPUIS ROAD;SOUTH AFRICA;ABSAZAJJ;IRENE FARM VILLAGE MALL
630932;CORPORATE PORT ELIZABETH;ABSA BANK LIMITED;2ND FLOOR CORPORATE PLACE;SOUTH AFRICA;ABSAZAJJ;CORPORATE PORT ELIZABETH
630930;BRIDGE CITY LOAN CENTRE;ABSA BANK LIMITED;SHOP U39 UPPER LEVEL, BRIDGE CITY MALL;SOUTH AFRICA;ABSAZAJJ;BRIDGE CITY LOAN CENTRE
630900;AFRICA AGENCY;ABSA BANK LIMITED;15 ALLICE LANE;SOUTH AFRICA;ABSAZAJJ;AFRICA AGENCY
630998;CARNIVAL MALL;ABSA BANK LIMITED;SHOP 156 & 157 MALL@CARNIVAL;SOUTH AFRICA;ABSAZAJJ;CARNIVAL MALL
630979;FX ZAPS;ABSA BANK LIMITED;15 ALICE LANE;SOUTH AFRICA;ABSAZAJJ;FX ZAPS
630977;BIRCH ACRES MALL;ABSA BANK LIMITED;BIRCH ACRES MALL, CORNER ANDREW MAPHETO;SOUTH AFRICA;ABSAZAJJ;BIRCH ACRES MALL
630978;PCG VOSTRO ZAPS;ABSA BANK LIMITED;15 ALICE LANE;SOUTH AFRICA;ABSAZAJJ;PCG VOSTRO ZAPS
630955;ABSA FINANCE GURA INV;ABSA BANK LIMITED;3RD FLOOR ABSA TOWERS EAST . 170 MAIN ST.;SOUTH AFRICA;ABSAZAJJ;ABSA FINANCE GURA INV
630965;ABCORP GAU MNC C;ABSA BANK LIMITED;11 DIAGONAL STREET;SOUTH AFRICA;ABSAZAJJ;ABCORP GAU MNC C
630954;CONSTANTIA;ABSA BANK LIMITED;SHOP 53 CONSTANTIA VILLAGE;SOUTH AFRICA;ABSAZAJJ;CONSTANTIA
630964;ABCORP GAU C;ABSA BANK LIMITED;11 DIAGONAL STREET;SOUTH AFRICA;ABSAZAJJ;ABCORP GAU C
630966;ABCORP KZN C;ABSA BANK LIMITED;4 FROSTERLEY PARK;SOUTH AFRICA;ABSAZAJJ;ABCORP KZN C
630952;BETHLEHEM ALL PAY;ABSA BANK LIMITED;GROUND FLOOR SANLAM CENTRE;SOUTH AFRICA;ABSAZAJJ;BETHLEHEM ALL PAY
630951;ROGGE BAY;ABSA BANK LIMITED;31 LOWER LONG STREET;SOUTH AFRICA;ABSAZAJJ;ROGGE BAY
630953;WESTGATE MALL CAPE TOWN;ABSA BANK LIMITED;SHOP 27 WESTGATE MALL;SOUTH AFRICA;ABSAZAJJ;WESTGATE MALL CAPE TOWN
630962;ABCORP PS B;ABSA BANK LIMITED;11 DIAGONAL STREET;SOUTH AFRICA;ABSAZAJJ;ABCORP PS B
630963;ABCORP HO B;ABSA BANK LIMITED;11 DIAGONAL STREET;SOUTH AFRICA;ABSAZAJJ;ABCORP HO B
630957;ASSET PROCESSING KLERKSDORP;ABSA BANK LIMITED;5TH FL UNITED BUILDING;SOUTH AFRICA;ABSAZAJJ;ASSET PROCESSING KLERKSDORP
630958;HOUT BAY;ABSA BANK LIMITED;SHOP C8 MAIN STREAM CENTRE;SOUTH AFRICA;ABSAZAJJ;HOUT BAY
630944;CHRIS HANI;ABSA BANK LIMITED;SHOP 35, CHRIS HANI CROSSING;SOUTH AFRICA;ABSAZAJJ;CHRIS HANI
630960;MOWBRAY;ABSA BANK LIMITED;SHOP 102 CHAVDA HOUSE;SOUTH AFRICA;ABSAZAJJ;MOWBRAY
630961;ABCORP IFI B;ABSA BANK LIMITED;11 DIAGONAL STREET;SOUTH AFRICA;ABSAZAJJ;ABCORP IFI B
630959;MEADOWRIDGE;ABSA BANK LIMITED;PARK N SHOP;SOUTH AFRICA;ABSAZAJJ;MEADOWRIDGE
630945;BRANCH TO CLOSE;ABSA BANK LIMITED;TRANSFER TO 632005;SOUTH AFRICA;ABSAZAJJ;BRANCH TO CLOSE
630943;PRIVATE ASSIST;ABSA BANK LIMITED;INVESTMENT CAMPUS;SOUTH AFRICA;ABSAZAJJ;PRIVATE ASSIST
630939;CASH MANAGEMENT & PAYMENTS;ABSA BANK LIMITED;ABSA TOWERS MAIN;SOUTH AFRICA;ABSAZAJJ;CASH MANAGEMENT & PAYMENTS
630938;TRANSACTION MANAGEMENT;ABSA BANK LIMITED;ABSA TOWERS MAIN;SOUTH AFRICA;ABSAZAJJ;TRANSACTION MANAGEMENT
630942;BRAKPAN MALL            8134;ABSA BANK LIMITED;BRAKPAN MALL SHOP 3;SOUTH AFRICA;ABSAZAJJ;BRAKPAN MALL            8134
630940;ILANGA MALL;ABSA BANK LIMITED;SHOP LG 14, ILANGA MALL;SOUTH AFRICA;ABSAZAJJ;ILANGA MALL
630941;KEY WEST;ABSA BANK LIMITED;SHOP 80 KEY WEST SHOPPING CENTRE, CNR;SOUTH AFRICA;ABSAZAJJ;KEY WEST
630949;VENDOR CASH MANAGEMENT;ABSA BANK LIMITED;2ND FLOOR, TRUST BANK BUILDING;SOUTH AFRICA;ABSAZAJJ;VENDOR CASH MANAGEMENT
630936;NBFI;ABSA BANK LIMITED;ABSA TOWERS NORTH;SOUTH AFRICA;ABSAZAJJ;NBFI
630950;HARTBEESFONTEIN;ABSA BANK LIMITED;113 VOORTREKKER STREET;SOUTH AFRICA;ABSAZAJJ;HARTBEESFONTEIN
630948;GROUP PAYMENTS;ABSA BANK LIMITED;3RD FLOOR ABSA TOWERS NORTH 3W1;SOUTH AFRICA;ABSAZAJJ;GROUP PAYMENTS
630935;DIGITAL CHANNEL HO;ABSA BANK LIMITED;ABSA TOWERS NORTH 6;SOUTH AFRICA;ABSAZAJJ;DIGITAL CHANNEL HO
630937;ACBBMNC;ABSA BANK LIMITED;ABSA TOWERS NORTH;SOUTH AFRICA;ABSAZAJJ;ACBBMNC
630956;BUSINESS BANK VEREENIGING;ABSA BANK LIMITED;CENTURION EEUFEESPARK BUILDING;SOUTH AFRICA;ABSAZAJJ;BUSINESS BANK VEREENIGING
630946;LAUDIUM;ABSA BANK LIMITED;SHOP 5;SOUTH AFRICA;ABSAZAJJ;LAUDIUM
630968;ABCORP IFI C;ABSA BANK LIMITED;11 DIAGONAL STREET;SOUTH AFRICA;ABSAZAJJ;ABCORP IFI C
630969;ABCORP PS C;ABSA BANK LIMITED;11 DIAGONAL STREET;SOUTH AFRICA;ABSAZAJJ;ABCORP PS C
630967;ABCORP CAPE C;ABSA BANK LIMITED;WILLIE VAN SCHOOR DRIVE;SOUTH AFRICA;ABSAZAJJ;ABCORP CAPE C
630947;TSHWANE MARKET;ABSA BANK LIMITED;HALL A TSHWANE FRESH PRODUCE MARKET;SOUTH AFRICA;ABSAZAJJ;TSHWANE MARKET
630999;USAID / FUND;ABSA BANK LIMITED;15 TROYE STREET;SOUTH AFRICA;ABSAZAJJ;USAID / FUND
630971;ABCORP GAU B;ABSA BANK LIMITED;11 DIAGONAL STREET;SOUTH AFRICA;ABSAZAJJ;ABCORP GAU B
630984;AW-AFF-DURBAN;ABSA BANK LIMITED;187 RIVONIA ROAD;SOUTH AFRICA;ABSAZAJJ;AW-AFF-DURBAN
630985;MULTINATIONAL CLIENTS;ABSA BANK LIMITED;180 COMMISSIONER STREET;SOUTH AFRICA;ABSAZAJJ;MULTINATIONAL CLIENTS
630983;AW-AFF-PRETORIA;ABSA BANK LIMITED;187 RIVONIA ROAD;SOUTH AFRICA;ABSAZAJJ;AW-AFF-PRETORIA
630970;ABCORP HO C;ABSA BANK LIMITED;11 DIAGONAL STREET;SOUTH AFRICA;ABSAZAJJ;ABCORP HO C
630972;ABCORP GAU MNC B;ABSA BANK LIMITED;11 DIAGONAL STREET;SOUTH AFRICA;ABSAZAJJ;ABCORP GAU MNC B
630996;RANDBURG EXCLUSIVE;ABSA BANK LIMITED;CORNER OAK AND RETAIL STREET;SOUTH AFRICA;ABSAZAJJ;RANDBURG EXCLUSIVE
630976;RETAIL WEALTH;ABSA BANK LIMITED;187 RIVONIA ROAD;SOUTH AFRICA;ABSAZAJJ;RETAIL WEALTH
630974;ABCORP CAPE B;ABSA BANK LIMITED;WILLIE VAN SCHOOR DRIVE;SOUTH AFRICA;ABSAZAJJ;ABCORP CAPE B
630975;PRIME SERVICES PROJECTS;ABSA BANK LIMITED;15 ALICE LANE;SOUTH AFRICA;ABSAZAJJ;PRIME SERVICES PROJECTS
630973;ABCORP KZN B;ABSA BANK LIMITED;4 FROSTERLEY PARK;SOUTH AFRICA;ABSAZAJJ;ABCORP KZN B
630997;CRESTA EXCLUSIVE;ABSA BANK LIMITED;BEYERS NAUDE DRIVE;SOUTH AFRICA;ABSAZAJJ;CRESTA EXCLUSIVE
630993;INPUT COST INSURANCE FACILITY1;ABSA BANK LIMITED;11 DIAGONAL STREET;SOUTH AFRICA;ABSAZAJJ;INPUT COST INSURANCE FACILITY1
630992;ICIF INPUT COST INSURANCE FA;ABSA BANK LIMITED;11 DIAGONAL STREET;SOUTH AFRICA;ABSAZAJJ;ICIF INPUT COST INSURANCE FA
630995;SAN RIDGE SQUARE;ABSA BANK LIMITED;SHOP 16 & 17 SAND RIDGE SQUARE;SOUTH AFRICA;ABSAZAJJ;SAN RIDGE SQUARE
630994;BERGVILLE;ABSA BANK LIMITED;TATHAM ROAD;SOUTH AFRICA;ABSAZAJJ;BERGVILLE
630981;AW-AFF-CAPE TOWN;ABSA BANK LIMITED;187 RIVONIA ROAD;SOUTH AFRICA;ABSAZAJJ;AW-AFF-CAPE TOWN
630990;AFRICA EASTGATE;ABSA BANK LIMITED;11 DIAGONAL STREET;SOUTH AFRICA;ABSAZAJJ;AFRICA EASTGATE
630991;NELSPRUIT EXCLUSIVE;ABSA BANK LIMITED;20 PAUL KRUGER STREET;SOUTH AFRICA;ABSAZAJJ;NELSPRUIT EXCLUSIVE
630989;TSAKANE MALL;ABSA BANK LIMITED;SHOP 43, CORNER MODJOAJI AND MALANDELA STREET;SOUTH AFRICA;ABSAZAJJ;TSAKANE MALL
630982;AW-AFF-BLOEMFONTEIN;ABSA BANK LIMITED;187 RIVONIA ROAD;SOUTH AFRICA;ABSAZAJJ;AW-AFF-BLOEMFONTEIN
630980;AW-AFF-SANDTON;ABSA BANK LIMITED;187 RIVONIA ROAD;SOUTH AFRICA;ABSAZAJJ;AW-AFF-SANDTON
631080;SOUTHERN CAPE PREMIUM;ABSA BANK LIMITED;2ND FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;SOUTHERN CAPE PREMIUM
631089;BELLVILLE GROWTH;ABSA BANK LIMITED;1ST FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;BELLVILLE GROWTH
631091;PENINSULA GROWTH;ABSA BANK LIMITED;1ST FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;PENINSULA GROWTH
631090;BLAAUBERG GROWTH;ABSA BANK LIMITED;1ST FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;BLAAUBERG GROWTH
631082;TYGERVALLEY PREMIUM;ABSA BANK LIMITED;1ST FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;TYGERVALLEY PREMIUM
631094;EC PREMIUM GROWTH;ABSA BANK LIMITED;2ND FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;EC PREMIUM GROWTH
631092;PREMIUM GROWTH;ABSA BANK LIMITED;1ST FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;PREMIUM GROWTH
631081;CBD PREMIUM;ABSA BANK LIMITED;1ST FLOOR ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;CBD PREMIUM
631047;RUSTENBURG 2 PREMIUM;ABSA BANK LIMITED;ABSA PROVINCIAL OFFICE;SOUTH AFRICA;ABSAZAJJ;RUSTENBURG 2 PREMIUM
631067;LOWVELD 2 PRMIUM;ABSA BANK LIMITED;1ST FLOOR, ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;LOWVELD 2 PRMIUM
631069;HIGHVELD 1 PUBLIC SECTOR;ABSA BANK LIMITED;1ST FLOOR, ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;HIGHVELD 1 PUBLIC SECTOR
631068;LOWVELD 3 GROWTH;ABSA BANK LIMITED;1ST FLOOR, ABSA REGIONAL OFFICE;SOUTH AFRICA;ABSAZAJJ;LOWVELD 3 GROWTH
631046;VRYBURG PREMIUM;ABSA BANK LIMITED;ABSA BUILDING;SOUTH AFRICA;ABSAZAJJ;VRYBURG PREMIUM
631054;VEREENIGING GROWTH;ABSA BANK LIMITED;EASTGATE OFFICE PARK;SOUTH AFRICA;ABSAZAJJ;VEREENIGING GROWTH
631056;BUSINESS BANK SPRINGS;ABSA BANK LIMITED;21 FIFTH AVENUE;SOUTH AFRICA;ABSAZAJJ;BUSINESS BANK SPRINGS
631055;ABSA FINANCE BAUSPROP INV;ABSA BANK LIMITED;3RD FLOOR ABSA TOWERS EAST. 170 MAIN ST.;SOUTH AFRICA;ABSAZAJJ;ABSA FINANCE BAUSPROP INV
